item_id,scenario_id,model,strategy,tier,auto_verdict,q1_overall,q2_predicate,q2_agreement,notes,rater_id,answered_at
tpl-t1-sq-WXYZ-s4__structured__anthropic:claude-opus-4-7__r1,tpl-t1-sq-WXYZ-s4,anthropic:claude-opus-4-7,structured,T1,pass,yes,right_angle_at_Y,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t1-sq-WXYZ-s4__structured__anthropic:claude-opus-4-7__r1,tpl-t1-sq-WXYZ-s4,anthropic:claude-opus-4-7,structured,T1,pass,yes,right_angle_at_Z,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t1-sq-WXYZ-s4__structured__google-gla:gemini-2.5-pro__r1,tpl-t1-sq-WXYZ-s4,google-gla:gemini-2.5-pro,structured,T1,pass,yes,all_sides_equal,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t1-sq-WXYZ-s4__structured__google-gla:gemini-2.5-pro__r1,tpl-t1-sq-WXYZ-s4,google-gla:gemini-2.5-pro,structured,T1,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t1-sq-WXYZ-s4__structured__google-gla:gemini-2.5-pro__r1,tpl-t1-sq-WXYZ-s4,google-gla:gemini-2.5-pro,structured,T1,pass,yes,right_angle_at_W,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t1-sq-WXYZ-s4__structured__google-gla:gemini-2.5-pro__r1,tpl-t1-sq-WXYZ-s4,google-gla:gemini-2.5-pro,structured,T1,pass,yes,right_angle_at_X,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t1-sq-WXYZ-s4__structured__google-gla:gemini-2.5-pro__r1,tpl-t1-sq-WXYZ-s4,google-gla:gemini-2.5-pro,structured,T1,pass,yes,right_angle_at_Y,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t1-sq-WXYZ-s4__structured__google-gla:gemini-2.5-pro__r1,tpl-t1-sq-WXYZ-s4,google-gla:gemini-2.5-pro,structured,T1,pass,yes,right_angle_at_Z,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t1-sq-WXYZ-s4__structured__openai-responses:gpt-5.1__r1,tpl-t1-sq-WXYZ-s4,openai-responses:gpt-5.1,structured,T1,pass,yes,all_sides_equal,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t1-sq-WXYZ-s4__structured__openai-responses:gpt-5.1__r1,tpl-t1-sq-WXYZ-s4,openai-responses:gpt-5.1,structured,T1,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t1-sq-WXYZ-s4__structured__openai-responses:gpt-5.1__r1,tpl-t1-sq-WXYZ-s4,openai-responses:gpt-5.1,structured,T1,pass,yes,right_angle_at_W,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t1-sq-WXYZ-s4__structured__openai-responses:gpt-5.1__r1,tpl-t1-sq-WXYZ-s4,openai-responses:gpt-5.1,structured,T1,pass,yes,right_angle_at_X,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t1-sq-WXYZ-s4__structured__openai-responses:gpt-5.1__r1,tpl-t1-sq-WXYZ-s4,openai-responses:gpt-5.1,structured,T1,pass,yes,right_angle_at_Y,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t1-sq-WXYZ-s4__structured__openai-responses:gpt-5.1__r1,tpl-t1-sq-WXYZ-s4,openai-responses:gpt-5.1,structured,T1,pass,yes,right_angle_at_Z,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__raw_code__anthropic:claude-opus-4-7__r1,tpl-t2-alt-JKL-H-60-70,anthropic:claude-opus-4-7,raw_code,T2,pass,yes,H_on_base,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__raw_code__anthropic:claude-opus-4-7__r1,tpl-t2-alt-JKL-H-60-70,anthropic:claude-opus-4-7,raw_code,T2,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__raw_code__anthropic:claude-opus-4-7__r1,tpl-t2-alt-JKL-H-60-70,anthropic:claude-opus-4-7,raw_code,T2,pass,yes,right_angle_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__raw_code__anthropic:claude-opus-4-7__r1,tpl-t2-alt-JKL-H-60-70,anthropic:claude-opus-4-7,raw_code,T2,pass,yes,right_angle_marked_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__raw_code__anthropic:claude-sonnet-4-6__r1,tpl-t2-alt-JKL-H-60-70,anthropic:claude-sonnet-4-6,raw_code,T2,soft_pass,yes,H_on_base,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__raw_code__anthropic:claude-sonnet-4-6__r1,tpl-t2-alt-JKL-H-60-70,anthropic:claude-sonnet-4-6,raw_code,T2,soft_pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__raw_code__anthropic:claude-sonnet-4-6__r1,tpl-t2-alt-JKL-H-60-70,anthropic:claude-sonnet-4-6,raw_code,T2,soft_pass,yes,right_angle_at_H,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__raw_code__anthropic:claude-sonnet-4-6__r1,tpl-t2-alt-JKL-H-60-70,anthropic:claude-sonnet-4-6,raw_code,T2,soft_pass,yes,right_angle_marked_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__raw_code__google-gla:gemini-2.5-flash__r1,tpl-t2-alt-JKL-H-60-70,google-gla:gemini-2.5-flash,raw_code,T2,pass,partial,H_on_base,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__raw_code__google-gla:gemini-2.5-flash__r1,tpl-t2-alt-JKL-H-60-70,google-gla:gemini-2.5-flash,raw_code,T2,pass,partial,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__raw_code__google-gla:gemini-2.5-flash__r1,tpl-t2-alt-JKL-H-60-70,google-gla:gemini-2.5-flash,raw_code,T2,pass,partial,right_angle_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__raw_code__google-gla:gemini-2.5-flash__r1,tpl-t2-alt-JKL-H-60-70,google-gla:gemini-2.5-flash,raw_code,T2,pass,partial,right_angle_marked_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t2-alt-JKL-H-60-70,google-gla:gemini-2.5-pro,raw_code,T2,soft_pass,yes,H_on_base,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t2-alt-JKL-H-60-70,google-gla:gemini-2.5-pro,raw_code,T2,soft_pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t2-alt-JKL-H-60-70,google-gla:gemini-2.5-pro,raw_code,T2,soft_pass,yes,right_angle_at_H,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t2-alt-JKL-H-60-70,google-gla:gemini-2.5-pro,raw_code,T2,soft_pass,yes,right_angle_marked_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__raw_code__openai-responses:gpt-5.1__r1,tpl-t2-alt-JKL-H-60-70,openai-responses:gpt-5.1,raw_code,T2,soft_pass,partial,H_on_base,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__raw_code__openai-responses:gpt-5.1__r1,tpl-t2-alt-JKL-H-60-70,openai-responses:gpt-5.1,raw_code,T2,soft_pass,partial,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__raw_code__openai-responses:gpt-5.1__r1,tpl-t2-alt-JKL-H-60-70,openai-responses:gpt-5.1,raw_code,T2,soft_pass,partial,right_angle_at_H,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__raw_code__openai-responses:gpt-5.1__r1,tpl-t2-alt-JKL-H-60-70,openai-responses:gpt-5.1,raw_code,T2,soft_pass,partial,right_angle_marked_at_H,disagree,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__structured__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-alt-JKL-H-60-70,anthropic:claude-haiku-4-5-20251001,structured,T2,pass,yes,H_on_base,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__structured__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-alt-JKL-H-60-70,anthropic:claude-haiku-4-5-20251001,structured,T2,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__structured__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-alt-JKL-H-60-70,anthropic:claude-haiku-4-5-20251001,structured,T2,pass,yes,right_angle_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__structured__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-alt-JKL-H-60-70,anthropic:claude-haiku-4-5-20251001,structured,T2,pass,yes,right_angle_marked_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__structured__google-gla:gemini-2.5-pro__r1,tpl-t2-alt-JKL-H-60-70,google-gla:gemini-2.5-pro,structured,T2,fail,no,H_on_base,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__structured__google-gla:gemini-2.5-pro__r1,tpl-t2-alt-JKL-H-60-70,google-gla:gemini-2.5-pro,structured,T2,fail,no,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__structured__google-gla:gemini-2.5-pro__r1,tpl-t2-alt-JKL-H-60-70,google-gla:gemini-2.5-pro,structured,T2,fail,no,right_angle_at_H,,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__structured__google-gla:gemini-2.5-pro__r1,tpl-t2-alt-JKL-H-60-70,google-gla:gemini-2.5-pro,structured,T2,fail,no,right_angle_marked_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__structured__openai-responses:gpt-5.1__r1,tpl-t2-alt-JKL-H-60-70,openai-responses:gpt-5.1,structured,T2,pass,yes,H_on_base,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__structured__openai-responses:gpt-5.1__r1,tpl-t2-alt-JKL-H-60-70,openai-responses:gpt-5.1,structured,T2,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__structured__openai-responses:gpt-5.1__r1,tpl-t2-alt-JKL-H-60-70,openai-responses:gpt-5.1,structured,T2,pass,yes,right_angle_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-alt-JKL-H-60-70__structured__openai-responses:gpt-5.1__r1,tpl-t2-alt-JKL-H-60-70,openai-responses:gpt-5.1,structured,T2,pass,yes,right_angle_marked_at_H,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-bis-EFG-D-60-70__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-bis-EFG-D-60-70,anthropic:claude-haiku-4-5-20251001,raw_code,T2,soft_pass,partial,D_bisects_angle_E,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-bis-EFG-D-60-70__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-bis-EFG-D-60-70,anthropic:claude-haiku-4-5-20251001,raw_code,T2,soft_pass,partial,D_on_segment,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-bis-EFG-D-60-70__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-bis-EFG-D-60-70,anthropic:claude-haiku-4-5-20251001,raw_code,T2,soft_pass,partial,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-bis-EFG-D-60-70__raw_code__anthropic:claude-opus-4-7__r1,tpl-t2-bis-EFG-D-60-70,anthropic:claude-opus-4-7,raw_code,T2,soft_pass,yes,D_bisects_angle_E,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-bis-EFG-D-60-70__raw_code__anthropic:claude-opus-4-7__r1,tpl-t2-bis-EFG-D-60-70,anthropic:claude-opus-4-7,raw_code,T2,soft_pass,yes,D_on_segment,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-bis-EFG-D-60-70__raw_code__anthropic:claude-opus-4-7__r1,tpl-t2-bis-EFG-D-60-70,anthropic:claude-opus-4-7,raw_code,T2,soft_pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-bis-EFG-D-60-70__raw_code__anthropic:claude-sonnet-4-6__r1,tpl-t2-bis-EFG-D-60-70,anthropic:claude-sonnet-4-6,raw_code,T2,soft_pass,yes,D_bisects_angle_E,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-bis-EFG-D-60-70__raw_code__anthropic:claude-sonnet-4-6__r1,tpl-t2-bis-EFG-D-60-70,anthropic:claude-sonnet-4-6,raw_code,T2,soft_pass,yes,D_on_segment,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-bis-EFG-D-60-70__raw_code__anthropic:claude-sonnet-4-6__r1,tpl-t2-bis-EFG-D-60-70,anthropic:claude-sonnet-4-6,raw_code,T2,soft_pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-bis-EFG-D-60-70__raw_code__google-gla:gemini-2.5-flash__r1,tpl-t2-bis-EFG-D-60-70,google-gla:gemini-2.5-flash,raw_code,T2,soft_pass,partial,D_bisects_angle_E,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-bis-EFG-D-60-70__raw_code__google-gla:gemini-2.5-flash__r1,tpl-t2-bis-EFG-D-60-70,google-gla:gemini-2.5-flash,raw_code,T2,soft_pass,partial,D_on_segment,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-bis-EFG-D-60-70__raw_code__google-gla:gemini-2.5-flash__r1,tpl-t2-bis-EFG-D-60-70,google-gla:gemini-2.5-flash,raw_code,T2,soft_pass,partial,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-bis-EFG-D-60-70__raw_code__openai-responses:gpt-5.1__r1,tpl-t2-bis-EFG-D-60-70,openai-responses:gpt-5.1,raw_code,T2,soft_pass,no,D_bisects_angle_E,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-bis-EFG-D-60-70__raw_code__openai-responses:gpt-5.1__r1,tpl-t2-bis-EFG-D-60-70,openai-responses:gpt-5.1,raw_code,T2,soft_pass,no,D_on_segment,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-bis-EFG-D-60-70__raw_code__openai-responses:gpt-5.1__r1,tpl-t2-bis-EFG-D-60-70,openai-responses:gpt-5.1,raw_code,T2,soft_pass,no,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-bis-EFG-D-60-70__structured__google-gla:gemini-2.5-pro__r1,tpl-t2-bis-EFG-D-60-70,google-gla:gemini-2.5-pro,structured,T2,pass,yes,D_bisects_angle_E,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-bis-EFG-D-60-70__structured__google-gla:gemini-2.5-pro__r1,tpl-t2-bis-EFG-D-60-70,google-gla:gemini-2.5-pro,structured,T2,pass,yes,D_on_segment,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-bis-EFG-D-60-70__structured__google-gla:gemini-2.5-pro__r1,tpl-t2-bis-EFG-D-60-70,google-gla:gemini-2.5-pro,structured,T2,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-bis-EFG-D-60-70__structured__openai-responses:gpt-5.1__r1,tpl-t2-bis-EFG-D-60-70,openai-responses:gpt-5.1,structured,T2,pass,no,D_bisects_angle_E,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-bis-EFG-D-60-70__structured__openai-responses:gpt-5.1__r1,tpl-t2-bis-EFG-D-60-70,openai-responses:gpt-5.1,structured,T2,pass,no,D_on_segment,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-bis-EFG-D-60-70__structured__openai-responses:gpt-5.1__r1,tpl-t2-bis-EFG-D-60-70,openai-responses:gpt-5.1,structured,T2,pass,no,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-cc-EFG-O-55-65,anthropic:claude-haiku-4-5-20251001,raw_code,T2,pass,partial,E_on_circumcircle,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-cc-EFG-O-55-65,anthropic:claude-haiku-4-5-20251001,raw_code,T2,pass,partial,G_on_circumcircle,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-cc-EFG-O-55-65,anthropic:claude-haiku-4-5-20251001,raw_code,T2,pass,partial,required_entities,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__raw_code__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-cc-EFG-O-55-65,anthropic:claude-haiku-4-5-20251001,raw_code,T2,pass,partial,required_labels,,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__raw_code__anthropic:claude-opus-4-7__r1,tpl-t2-cc-EFG-O-55-65,anthropic:claude-opus-4-7,raw_code,T2,pass,yes,E_on_circumcircle,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__raw_code__anthropic:claude-opus-4-7__r1,tpl-t2-cc-EFG-O-55-65,anthropic:claude-opus-4-7,raw_code,T2,pass,yes,G_on_circumcircle,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__raw_code__anthropic:claude-opus-4-7__r1,tpl-t2-cc-EFG-O-55-65,anthropic:claude-opus-4-7,raw_code,T2,pass,yes,required_entities,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__raw_code__anthropic:claude-opus-4-7__r1,tpl-t2-cc-EFG-O-55-65,anthropic:claude-opus-4-7,raw_code,T2,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__raw_code__anthropic:claude-sonnet-4-6__r1,tpl-t2-cc-EFG-O-55-65,anthropic:claude-sonnet-4-6,raw_code,T2,soft_pass,yes,E_on_circumcircle,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__raw_code__anthropic:claude-sonnet-4-6__r1,tpl-t2-cc-EFG-O-55-65,anthropic:claude-sonnet-4-6,raw_code,T2,soft_pass,yes,G_on_circumcircle,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__raw_code__anthropic:claude-sonnet-4-6__r1,tpl-t2-cc-EFG-O-55-65,anthropic:claude-sonnet-4-6,raw_code,T2,soft_pass,yes,required_entities,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__raw_code__anthropic:claude-sonnet-4-6__r1,tpl-t2-cc-EFG-O-55-65,anthropic:claude-sonnet-4-6,raw_code,T2,soft_pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__raw_code__google-gla:gemini-2.5-flash__r1,tpl-t2-cc-EFG-O-55-65,google-gla:gemini-2.5-flash,raw_code,T2,fail,no,E_on_circumcircle,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__raw_code__google-gla:gemini-2.5-flash__r1,tpl-t2-cc-EFG-O-55-65,google-gla:gemini-2.5-flash,raw_code,T2,fail,no,G_on_circumcircle,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__raw_code__google-gla:gemini-2.5-flash__r1,tpl-t2-cc-EFG-O-55-65,google-gla:gemini-2.5-flash,raw_code,T2,fail,no,required_entities,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__raw_code__google-gla:gemini-2.5-flash__r1,tpl-t2-cc-EFG-O-55-65,google-gla:gemini-2.5-flash,raw_code,T2,fail,no,required_labels,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t2-cc-EFG-O-55-65,google-gla:gemini-2.5-pro,raw_code,T2,soft_pass,partial,E_on_circumcircle,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t2-cc-EFG-O-55-65,google-gla:gemini-2.5-pro,raw_code,T2,soft_pass,partial,G_on_circumcircle,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t2-cc-EFG-O-55-65,google-gla:gemini-2.5-pro,raw_code,T2,soft_pass,partial,required_entities,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__raw_code__google-gla:gemini-2.5-pro__r1,tpl-t2-cc-EFG-O-55-65,google-gla:gemini-2.5-pro,raw_code,T2,soft_pass,partial,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__raw_code__openai-responses:gpt-5.1__r1,tpl-t2-cc-EFG-O-55-65,openai-responses:gpt-5.1,raw_code,T2,soft_pass,yes,E_on_circumcircle,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__raw_code__openai-responses:gpt-5.1__r1,tpl-t2-cc-EFG-O-55-65,openai-responses:gpt-5.1,raw_code,T2,soft_pass,yes,G_on_circumcircle,agree-fail,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__raw_code__openai-responses:gpt-5.1__r1,tpl-t2-cc-EFG-O-55-65,openai-responses:gpt-5.1,raw_code,T2,soft_pass,yes,required_entities,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__raw_code__openai-responses:gpt-5.1__r1,tpl-t2-cc-EFG-O-55-65,openai-responses:gpt-5.1,raw_code,T2,soft_pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__structured__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-cc-EFG-O-55-65,anthropic:claude-haiku-4-5-20251001,structured,T2,pass,yes,E_on_circumcircle,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__structured__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-cc-EFG-O-55-65,anthropic:claude-haiku-4-5-20251001,structured,T2,pass,yes,G_on_circumcircle,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__structured__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-cc-EFG-O-55-65,anthropic:claude-haiku-4-5-20251001,structured,T2,pass,yes,required_entities,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__structured__anthropic:claude-haiku-4-5-20251001__r1,tpl-t2-cc-EFG-O-55-65,anthropic:claude-haiku-4-5-20251001,structured,T2,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__structured__anthropic:claude-opus-4-7__r1,tpl-t2-cc-EFG-O-55-65,anthropic:claude-opus-4-7,structured,T2,pass,yes,E_on_circumcircle,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__structured__anthropic:claude-opus-4-7__r1,tpl-t2-cc-EFG-O-55-65,anthropic:claude-opus-4-7,structured,T2,pass,yes,G_on_circumcircle,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__structured__anthropic:claude-opus-4-7__r1,tpl-t2-cc-EFG-O-55-65,anthropic:claude-opus-4-7,structured,T2,pass,yes,required_entities,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__structured__anthropic:claude-opus-4-7__r1,tpl-t2-cc-EFG-O-55-65,anthropic:claude-opus-4-7,structured,T2,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__structured__anthropic:claude-sonnet-4-6__r1,tpl-t2-cc-EFG-O-55-65,anthropic:claude-sonnet-4-6,structured,T2,pass,yes,E_on_circumcircle,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__structured__anthropic:claude-sonnet-4-6__r1,tpl-t2-cc-EFG-O-55-65,anthropic:claude-sonnet-4-6,structured,T2,pass,yes,E_on_circumcircle,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__structured__anthropic:claude-sonnet-4-6__r1,tpl-t2-cc-EFG-O-55-65,anthropic:claude-sonnet-4-6,structured,T2,pass,yes,G_on_circumcircle,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__structured__anthropic:claude-sonnet-4-6__r1,tpl-t2-cc-EFG-O-55-65,anthropic:claude-sonnet-4-6,structured,T2,pass,yes,G_on_circumcircle,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__structured__anthropic:claude-sonnet-4-6__r1,tpl-t2-cc-EFG-O-55-65,anthropic:claude-sonnet-4-6,structured,T2,pass,yes,required_entities,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__structured__anthropic:claude-sonnet-4-6__r1,tpl-t2-cc-EFG-O-55-65,anthropic:claude-sonnet-4-6,structured,T2,pass,yes,required_entities,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__structured__anthropic:claude-sonnet-4-6__r1,tpl-t2-cc-EFG-O-55-65,anthropic:claude-sonnet-4-6,structured,T2,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__structured__anthropic:claude-sonnet-4-6__r1,tpl-t2-cc-EFG-O-55-65,anthropic:claude-sonnet-4-6,structured,T2,pass,yes,required_labels,agree-pass,,consensus,2026-05-07T00:39:05.981Z
tpl-t2-cc-EFG-O-55-65__structured__google-gla:gemini-2.5-pro__r1,tpl-t2-cc-EFG-O-55-65,google-gla:gemini-2.5-pro,structured,T2,pass,yes,E_on_circumcircle,agree-pass,,consensus,2026-05-07T00:39:05.981Z
