id,tier,tags,prompt,required_labels,n_properties,property_types
tpl-t2-alt-DEF-H-50-80,2,templated|triangle|altitude|perpendicular,"Show an acute triangle DEF where the angle at E is 50° and the angle at F is 80°. Drop the altitude from vertex D to side EF, meeting it at the foot H. Mark the right angle at H and label all four points.",D|E|F|H,3,right_angle|point_on_segment|mark_present
tpl-t2-alt-DEF-H-55-65,2,templated|triangle|altitude|perpendicular,"Create a diagram showing an acute triangle DEF where the angle at E is 55° and the angle at F is 65°. Drop the altitude from vertex D to side EF, meeting it at the foot H. Mark the right angle at H and label all four points.",D|E|F|H,3,right_angle|point_on_segment|mark_present
tpl-t2-alt-JKL-H-60-70,2,templated|triangle|altitude|perpendicular,"I need a drawing of an acute triangle JKL where the angle at K is 60° and the angle at L is 70°. Drop the altitude from vertex J to side KL, meeting it at the foot H. Mark the right angle at H and label all four points.",J|K|L|H,3,right_angle|point_on_segment|mark_present
tpl-t2-alt-JKL-H-50-80,2,templated|triangle|altitude|perpendicular,"Draw an acute triangle JKL where the angle at K is 50° and the angle at L is 80°. Drop the altitude from vertex J to side KL, meeting it at the foot H. Mark the right angle at H and label all four points.",J|K|L|H,3,right_angle|point_on_segment|mark_present
tpl-t2-alt-JKL-H-55-65,2,templated|triangle|altitude|perpendicular,"Sketch an acute triangle JKL where the angle at K is 55° and the angle at L is 65°. Drop the altitude from vertex J to side KL, meeting it at the foot H. Mark the right angle at H and label all four points.",J|K|L|H,3,right_angle|point_on_segment|mark_present
tpl-t2-alt-MNO-H-60-70,2,templated|triangle|altitude|perpendicular,"Construct an acute triangle MNO where the angle at N is 60° and the angle at O is 70°. Drop the altitude from vertex M to side NO, meeting it at the foot H. Mark the right angle at H and label all four points.",M|N|O|H,3,right_angle|point_on_segment|mark_present
tpl-t2-alt-MNO-H-50-80,2,templated|triangle|altitude|perpendicular,"Make a diagram of an acute triangle MNO where the angle at N is 50° and the angle at O is 80°. Drop the altitude from vertex M to side NO, meeting it at the foot H. Mark the right angle at H and label all four points.",M|N|O|H,3,right_angle|point_on_segment|mark_present
tpl-t2-alt-MNO-H-55-65,2,templated|triangle|altitude|perpendicular,"Show an acute triangle MNO where the angle at N is 55° and the angle at O is 65°. Drop the altitude from vertex M to side NO, meeting it at the foot H. Mark the right angle at H and label all four points.",M|N|O|H,3,right_angle|point_on_segment|mark_present
tpl-t2-alt-PQR-H-60-70,2,templated|triangle|altitude|perpendicular,"Create a diagram showing an acute triangle PQR where the angle at Q is 60° and the angle at R is 70°. Drop the altitude from vertex P to side QR, meeting it at the foot H. Mark the right angle at H and label all four points.",P|Q|R|H,3,right_angle|point_on_segment|mark_present
tpl-t2-alt-PQR-H-50-80,2,templated|triangle|altitude|perpendicular,"I need a drawing of an acute triangle PQR where the angle at Q is 50° and the angle at R is 80°. Drop the altitude from vertex P to side QR, meeting it at the foot H. Mark the right angle at H and label all four points.",P|Q|R|H,3,right_angle|point_on_segment|mark_present
tpl-t2-alt-PQR-H-55-65,2,templated|triangle|altitude|perpendicular,"Draw an acute triangle PQR where the angle at Q is 55° and the angle at R is 65°. Drop the altitude from vertex P to side QR, meeting it at the foot H. Mark the right angle at H and label all four points.",P|Q|R|H,3,right_angle|point_on_segment|mark_present
tpl-t2-alt-STU-H-60-70,2,templated|triangle|altitude|perpendicular,"Sketch an acute triangle STU where the angle at T is 60° and the angle at U is 70°. Drop the altitude from vertex S to side TU, meeting it at the foot H. Mark the right angle at H and label all four points.",S|T|U|H,3,right_angle|point_on_segment|mark_present
tpl-t2-alt-STU-H-50-80,2,templated|triangle|altitude|perpendicular,"Construct an acute triangle STU where the angle at T is 50° and the angle at U is 80°. Drop the altitude from vertex S to side TU, meeting it at the foot H. Mark the right angle at H and label all four points.",S|T|U|H,3,right_angle|point_on_segment|mark_present
tpl-t2-alt-STU-H-55-65,2,templated|triangle|altitude|perpendicular,"Make a diagram of an acute triangle STU where the angle at T is 55° and the angle at U is 65°. Drop the altitude from vertex S to side TU, meeting it at the foot H. Mark the right angle at H and label all four points.",S|T|U|H,3,right_angle|point_on_segment|mark_present
tpl-t2-alt-XYZ-H-60-70,2,templated|triangle|altitude|perpendicular,"Show an acute triangle XYZ where the angle at Y is 60° and the angle at Z is 70°. Drop the altitude from vertex X to side YZ, meeting it at the foot H. Mark the right angle at H and label all four points.",X|Y|Z|H,3,right_angle|point_on_segment|mark_present
tpl-t2-alt-XYZ-H-50-80,2,templated|triangle|altitude|perpendicular,"Create a diagram showing an acute triangle XYZ where the angle at Y is 50° and the angle at Z is 80°. Drop the altitude from vertex X to side YZ, meeting it at the foot H. Mark the right angle at H and label all four points.",X|Y|Z|H,3,right_angle|point_on_segment|mark_present
tpl-t2-alt-XYZ-H-55-65,2,templated|triangle|altitude|perpendicular,"I need a drawing of an acute triangle XYZ where the angle at Y is 55° and the angle at Z is 65°. Drop the altitude from vertex X to side YZ, meeting it at the foot H. Mark the right angle at H and label all four points.",X|Y|Z|H,3,right_angle|point_on_segment|mark_present
tpl-t2-alt-EFG-H-60-70,2,templated|triangle|altitude|perpendicular,"Draw an acute triangle EFG where the angle at F is 60° and the angle at G is 70°. Drop the altitude from vertex E to side FG, meeting it at the foot H. Mark the right angle at H and label all four points.",E|F|G|H,3,right_angle|point_on_segment|mark_present
tpl-t2-alt-EFG-H-50-80,2,templated|triangle|altitude|perpendicular,"Sketch an acute triangle EFG where the angle at F is 50° and the angle at G is 80°. Drop the altitude from vertex E to side FG, meeting it at the foot H. Mark the right angle at H and label all four points.",E|F|G|H,3,right_angle|point_on_segment|mark_present
tpl-t2-alt-EFG-H-55-65,2,templated|triangle|altitude|perpendicular,"Construct an acute triangle EFG where the angle at F is 55° and the angle at G is 65°. Drop the altitude from vertex E to side FG, meeting it at the foot H. Mark the right angle at H and label all four points.",E|F|G|H,3,right_angle|point_on_segment|mark_present
tpl-t2-alt-RST-H-60-70,2,templated|triangle|altitude|perpendicular,"Make a diagram of an acute triangle RST where the angle at S is 60° and the angle at T is 70°. Drop the altitude from vertex R to side ST, meeting it at the foot H. Mark the right angle at H and label all four points.",R|S|T|H,3,right_angle|point_on_segment|mark_present
tpl-t2-alt-RST-H-50-80,2,templated|triangle|altitude|perpendicular,"Show an acute triangle RST where the angle at S is 50° and the angle at T is 80°. Drop the altitude from vertex R to side ST, meeting it at the foot H. Mark the right angle at H and label all four points.",R|S|T|H,3,right_angle|point_on_segment|mark_present
tpl-t2-alt-RST-H-55-65,2,templated|triangle|altitude|perpendicular,"Create a diagram showing an acute triangle RST where the angle at S is 55° and the angle at T is 65°. Drop the altitude from vertex R to side ST, meeting it at the foot H. Mark the right angle at H and label all four points.",R|S|T|H,3,right_angle|point_on_segment|mark_present
tpl-t2-alt-UVW-H-60-70,2,templated|triangle|altitude|perpendicular,"I need a drawing of an acute triangle UVW where the angle at V is 60° and the angle at W is 70°. Drop the altitude from vertex U to side VW, meeting it at the foot H. Mark the right angle at H and label all four points.",U|V|W|H,3,right_angle|point_on_segment|mark_present
tpl-t2-alt-UVW-H-50-80,2,templated|triangle|altitude|perpendicular,"Draw an acute triangle UVW where the angle at V is 50° and the angle at W is 80°. Drop the altitude from vertex U to side VW, meeting it at the foot H. Mark the right angle at H and label all four points.",U|V|W|H,3,right_angle|point_on_segment|mark_present
tpl-t2-alt-UVW-H-55-65,2,templated|triangle|altitude|perpendicular,"Sketch an acute triangle UVW where the angle at V is 55° and the angle at W is 65°. Drop the altitude from vertex U to side VW, meeting it at the foot H. Mark the right angle at H and label all four points.",U|V|W|H,3,right_angle|point_on_segment|mark_present
tpl-t2-med-ABC-M-60-70,2,templated|triangle|median|midpoint,"Draw a triangle ABC with angle B = 60° and angle C = 70°. Draw the median from vertex A to side BC, meeting at the midpoint M. Label all four points.",A|B|C|M,2,midpoint|point_on_segment
tpl-t2-med-ABC-M-50-80,2,templated|triangle|median|midpoint,"Sketch a triangle ABC with angle B = 50° and angle C = 80°. Draw the median from vertex A to side BC, meeting at the midpoint M. Label all four points.",A|B|C|M,2,midpoint|point_on_segment
tpl-t2-med-ABC-M-55-65,2,templated|triangle|median|midpoint,"Construct a triangle ABC with angle B = 55° and angle C = 65°. Draw the median from vertex A to side BC, meeting at the midpoint M. Label all four points.",A|B|C|M,2,midpoint|point_on_segment
tpl-t2-med-DEF-M-60-70,2,templated|triangle|median|midpoint,"Make a diagram of a triangle DEF with angle E = 60° and angle F = 70°. Draw the median from vertex D to side EF, meeting at the midpoint M. Label all four points.",D|E|F|M,2,midpoint|point_on_segment
tpl-t2-med-DEF-M-50-80,2,templated|triangle|median|midpoint,"Show a triangle DEF with angle E = 50° and angle F = 80°. Draw the median from vertex D to side EF, meeting at the midpoint M. Label all four points.",D|E|F|M,2,midpoint|point_on_segment
tpl-t2-med-DEF-M-55-65,2,templated|triangle|median|midpoint,"Create a diagram showing a triangle DEF with angle E = 55° and angle F = 65°. Draw the median from vertex D to side EF, meeting at the midpoint M. Label all four points.",D|E|F|M,2,midpoint|point_on_segment
tpl-t2-med-JKL-M-60-70,2,templated|triangle|median|midpoint,"I need a drawing of a triangle JKL with angle K = 60° and angle L = 70°. Draw the median from vertex J to side KL, meeting at the midpoint M. Label all four points.",J|K|L|M,2,midpoint|point_on_segment
tpl-t2-med-JKL-M-50-80,2,templated|triangle|median|midpoint,"Draw a triangle JKL with angle K = 50° and angle L = 80°. Draw the median from vertex J to side KL, meeting at the midpoint M. Label all four points.",J|K|L|M,2,midpoint|point_on_segment
tpl-t2-med-JKL-M-55-65,2,templated|triangle|median|midpoint,"Sketch a triangle JKL with angle K = 55° and angle L = 65°. Draw the median from vertex J to side KL, meeting at the midpoint M. Label all four points.",J|K|L|M,2,midpoint|point_on_segment
tpl-t2-med-MNO-K-60-70,2,templated|triangle|median|midpoint,"Construct a triangle MNO with angle N = 60° and angle O = 70°. Draw the median from vertex M to side NO, meeting at the midpoint K. Label all four points.",M|N|O|K,2,midpoint|point_on_segment
tpl-t2-med-MNO-K-50-80,2,templated|triangle|median|midpoint,"Make a diagram of a triangle MNO with angle N = 50° and angle O = 80°. Draw the median from vertex M to side NO, meeting at the midpoint K. Label all four points.",M|N|O|K,2,midpoint|point_on_segment
tpl-t2-med-MNO-K-55-65,2,templated|triangle|median|midpoint,"Show a triangle MNO with angle N = 55° and angle O = 65°. Draw the median from vertex M to side NO, meeting at the midpoint K. Label all four points.",M|N|O|K,2,midpoint|point_on_segment
tpl-t2-med-PQR-M-60-70,2,templated|triangle|median|midpoint,"Create a diagram showing a triangle PQR with angle Q = 60° and angle R = 70°. Draw the median from vertex P to side QR, meeting at the midpoint M. Label all four points.",P|Q|R|M,2,midpoint|point_on_segment
tpl-t2-med-PQR-M-50-80,2,templated|triangle|median|midpoint,"I need a drawing of a triangle PQR with angle Q = 50° and angle R = 80°. Draw the median from vertex P to side QR, meeting at the midpoint M. Label all four points.",P|Q|R|M,2,midpoint|point_on_segment
tpl-t2-med-PQR-M-55-65,2,templated|triangle|median|midpoint,"Draw a triangle PQR with angle Q = 55° and angle R = 65°. Draw the median from vertex P to side QR, meeting at the midpoint M. Label all four points.",P|Q|R|M,2,midpoint|point_on_segment
tpl-t2-med-STU-M-60-70,2,templated|triangle|median|midpoint,"Sketch a triangle STU with angle T = 60° and angle U = 70°. Draw the median from vertex S to side TU, meeting at the midpoint M. Label all four points.",S|T|U|M,2,midpoint|point_on_segment
tpl-t2-med-STU-M-50-80,2,templated|triangle|median|midpoint,"Construct a triangle STU with angle T = 50° and angle U = 80°. Draw the median from vertex S to side TU, meeting at the midpoint M. Label all four points.",S|T|U|M,2,midpoint|point_on_segment
tpl-t2-med-STU-M-55-65,2,templated|triangle|median|midpoint,"Make a diagram of a triangle STU with angle T = 55° and angle U = 65°. Draw the median from vertex S to side TU, meeting at the midpoint M. Label all four points.",S|T|U|M,2,midpoint|point_on_segment
tpl-t2-med-XYZ-M-60-70,2,templated|triangle|median|midpoint,"Show a triangle XYZ with angle Y = 60° and angle Z = 70°. Draw the median from vertex X to side YZ, meeting at the midpoint M. Label all four points.",X|Y|Z|M,2,midpoint|point_on_segment
tpl-t2-med-XYZ-M-50-80,2,templated|triangle|median|midpoint,"Create a diagram showing a triangle XYZ with angle Y = 50° and angle Z = 80°. Draw the median from vertex X to side YZ, meeting at the midpoint M. Label all four points.",X|Y|Z|M,2,midpoint|point_on_segment
tpl-t2-med-XYZ-M-55-65,2,templated|triangle|median|midpoint,"I need a drawing of a triangle XYZ with angle Y = 55° and angle Z = 65°. Draw the median from vertex X to side YZ, meeting at the midpoint M. Label all four points.",X|Y|Z|M,2,midpoint|point_on_segment
tpl-t2-med-EFG-M-60-70,2,templated|triangle|median|midpoint,"Draw a triangle EFG with angle F = 60° and angle G = 70°. Draw the median from vertex E to side FG, meeting at the midpoint M. Label all four points.",E|F|G|M,2,midpoint|point_on_segment
tpl-t2-med-EFG-M-50-80,2,templated|triangle|median|midpoint,"Sketch a triangle EFG with angle F = 50° and angle G = 80°. Draw the median from vertex E to side FG, meeting at the midpoint M. Label all four points.",E|F|G|M,2,midpoint|point_on_segment
tpl-t2-med-EFG-M-55-65,2,templated|triangle|median|midpoint,"Construct a triangle EFG with angle F = 55° and angle G = 65°. Draw the median from vertex E to side FG, meeting at the midpoint M. Label all four points.",E|F|G|M,2,midpoint|point_on_segment
tpl-t2-med-RST-M-60-70,2,templated|triangle|median|midpoint,"Make a diagram of a triangle RST with angle S = 60° and angle T = 70°. Draw the median from vertex R to side ST, meeting at the midpoint M. Label all four points.",R|S|T|M,2,midpoint|point_on_segment
tpl-t2-med-RST-M-50-80,2,templated|triangle|median|midpoint,"Show a triangle RST with angle S = 50° and angle T = 80°. Draw the median from vertex R to side ST, meeting at the midpoint M. Label all four points.",R|S|T|M,2,midpoint|point_on_segment
tpl-t2-med-RST-M-55-65,2,templated|triangle|median|midpoint,"Create a diagram showing a triangle RST with angle S = 55° and angle T = 65°. Draw the median from vertex R to side ST, meeting at the midpoint M. Label all four points.",R|S|T|M,2,midpoint|point_on_segment
tpl-t2-med-UVW-M-60-70,2,templated|triangle|median|midpoint,"I need a drawing of a triangle UVW with angle V = 60° and angle W = 70°. Draw the median from vertex U to side VW, meeting at the midpoint M. Label all four points.",U|V|W|M,2,midpoint|point_on_segment
tpl-t2-med-UVW-M-50-80,2,templated|triangle|median|midpoint,"Draw a triangle UVW with angle V = 50° and angle W = 80°. Draw the median from vertex U to side VW, meeting at the midpoint M. Label all four points.",U|V|W|M,2,midpoint|point_on_segment
tpl-t2-med-UVW-M-55-65,2,templated|triangle|median|midpoint,"Sketch a triangle UVW with angle V = 55° and angle W = 65°. Draw the median from vertex U to side VW, meeting at the midpoint M. Label all four points.",U|V|W|M,2,midpoint|point_on_segment
tpl-t2-bis-ABC-D-60-70,2,templated|triangle|angle-bisector,Draw a triangle ABC with angle B = 60° and angle C = 70°. Bisect the angle at vertex A; the bisector meets side BC at point D. Label all four points.,A|B|C|D,2,angle_bisector|point_on_segment
tpl-t2-bis-ABC-D-50-80,2,templated|triangle|angle-bisector,Sketch a triangle ABC with angle B = 50° and angle C = 80°. Bisect the angle at vertex A; the bisector meets side BC at point D. Label all four points.,A|B|C|D,2,angle_bisector|point_on_segment
tpl-t2-bis-ABC-D-55-65,2,templated|triangle|angle-bisector,Construct a triangle ABC with angle B = 55° and angle C = 65°. Bisect the angle at vertex A; the bisector meets side BC at point D. Label all four points.,A|B|C|D,2,angle_bisector|point_on_segment
tpl-t2-bis-DEF-P-60-70,2,templated|triangle|angle-bisector,Make a diagram of a triangle DEF with angle E = 60° and angle F = 70°. Bisect the angle at vertex D; the bisector meets side EF at point P. Label all four points.,D|E|F|P,2,angle_bisector|point_on_segment
tpl-t2-bis-DEF-P-50-80,2,templated|triangle|angle-bisector,Show a triangle DEF with angle E = 50° and angle F = 80°. Bisect the angle at vertex D; the bisector meets side EF at point P. Label all four points.,D|E|F|P,2,angle_bisector|point_on_segment
tpl-t2-bis-DEF-P-55-65,2,templated|triangle|angle-bisector,Create a diagram showing a triangle DEF with angle E = 55° and angle F = 65°. Bisect the angle at vertex D; the bisector meets side EF at point P. Label all four points.,D|E|F|P,2,angle_bisector|point_on_segment
tpl-t2-bis-JKL-D-60-70,2,templated|triangle|angle-bisector,I need a drawing of a triangle JKL with angle K = 60° and angle L = 70°. Bisect the angle at vertex J; the bisector meets side KL at point D. Label all four points.,J|K|L|D,2,angle_bisector|point_on_segment
tpl-t2-bis-JKL-D-50-80,2,templated|triangle|angle-bisector,Draw a triangle JKL with angle K = 50° and angle L = 80°. Bisect the angle at vertex J; the bisector meets side KL at point D. Label all four points.,J|K|L|D,2,angle_bisector|point_on_segment
tpl-t2-bis-JKL-D-55-65,2,templated|triangle|angle-bisector,Sketch a triangle JKL with angle K = 55° and angle L = 65°. Bisect the angle at vertex J; the bisector meets side KL at point D. Label all four points.,J|K|L|D,2,angle_bisector|point_on_segment
tpl-t2-bis-MNO-D-60-70,2,templated|triangle|angle-bisector,Construct a triangle MNO with angle N = 60° and angle O = 70°. Bisect the angle at vertex M; the bisector meets side NO at point D. Label all four points.,M|N|O|D,2,angle_bisector|point_on_segment
tpl-t2-bis-MNO-D-50-80,2,templated|triangle|angle-bisector,Make a diagram of a triangle MNO with angle N = 50° and angle O = 80°. Bisect the angle at vertex M; the bisector meets side NO at point D. Label all four points.,M|N|O|D,2,angle_bisector|point_on_segment
tpl-t2-bis-MNO-D-55-65,2,templated|triangle|angle-bisector,Show a triangle MNO with angle N = 55° and angle O = 65°. Bisect the angle at vertex M; the bisector meets side NO at point D. Label all four points.,M|N|O|D,2,angle_bisector|point_on_segment
tpl-t2-bis-PQR-D-60-70,2,templated|triangle|angle-bisector,Create a diagram showing a triangle PQR with angle Q = 60° and angle R = 70°. Bisect the angle at vertex P; the bisector meets side QR at point D. Label all four points.,P|Q|R|D,2,angle_bisector|point_on_segment
tpl-t2-bis-PQR-D-50-80,2,templated|triangle|angle-bisector,I need a drawing of a triangle PQR with angle Q = 50° and angle R = 80°. Bisect the angle at vertex P; the bisector meets side QR at point D. Label all four points.,P|Q|R|D,2,angle_bisector|point_on_segment
tpl-t2-bis-PQR-D-55-65,2,templated|triangle|angle-bisector,Draw a triangle PQR with angle Q = 55° and angle R = 65°. Bisect the angle at vertex P; the bisector meets side QR at point D. Label all four points.,P|Q|R|D,2,angle_bisector|point_on_segment
tpl-t2-bis-STU-D-60-70,2,templated|triangle|angle-bisector,Sketch a triangle STU with angle T = 60° and angle U = 70°. Bisect the angle at vertex S; the bisector meets side TU at point D. Label all four points.,S|T|U|D,2,angle_bisector|point_on_segment
tpl-t2-bis-STU-D-50-80,2,templated|triangle|angle-bisector,Construct a triangle STU with angle T = 50° and angle U = 80°. Bisect the angle at vertex S; the bisector meets side TU at point D. Label all four points.,S|T|U|D,2,angle_bisector|point_on_segment
tpl-t2-bis-STU-D-55-65,2,templated|triangle|angle-bisector,Make a diagram of a triangle STU with angle T = 55° and angle U = 65°. Bisect the angle at vertex S; the bisector meets side TU at point D. Label all four points.,S|T|U|D,2,angle_bisector|point_on_segment
tpl-t2-bis-XYZ-D-60-70,2,templated|triangle|angle-bisector,Show a triangle XYZ with angle Y = 60° and angle Z = 70°. Bisect the angle at vertex X; the bisector meets side YZ at point D. Label all four points.,X|Y|Z|D,2,angle_bisector|point_on_segment
tpl-t2-bis-XYZ-D-50-80,2,templated|triangle|angle-bisector,Create a diagram showing a triangle XYZ with angle Y = 50° and angle Z = 80°. Bisect the angle at vertex X; the bisector meets side YZ at point D. Label all four points.,X|Y|Z|D,2,angle_bisector|point_on_segment
tpl-t2-bis-XYZ-D-55-65,2,templated|triangle|angle-bisector,I need a drawing of a triangle XYZ with angle Y = 55° and angle Z = 65°. Bisect the angle at vertex X; the bisector meets side YZ at point D. Label all four points.,X|Y|Z|D,2,angle_bisector|point_on_segment
tpl-t2-bis-EFG-D-60-70,2,templated|triangle|angle-bisector,Draw a triangle EFG with angle F = 60° and angle G = 70°. Bisect the angle at vertex E; the bisector meets side FG at point D. Label all four points.,E|F|G|D,2,angle_bisector|point_on_segment
tpl-t2-bis-EFG-D-50-80,2,templated|triangle|angle-bisector,Sketch a triangle EFG with angle F = 50° and angle G = 80°. Bisect the angle at vertex E; the bisector meets side FG at point D. Label all four points.,E|F|G|D,2,angle_bisector|point_on_segment
tpl-t2-bis-EFG-D-55-65,2,templated|triangle|angle-bisector,Construct a triangle EFG with angle F = 55° and angle G = 65°. Bisect the angle at vertex E; the bisector meets side FG at point D. Label all four points.,E|F|G|D,2,angle_bisector|point_on_segment
tpl-t2-bis-RST-D-60-70,2,templated|triangle|angle-bisector,Make a diagram of a triangle RST with angle S = 60° and angle T = 70°. Bisect the angle at vertex R; the bisector meets side ST at point D. Label all four points.,R|S|T|D,2,angle_bisector|point_on_segment
tpl-t2-bis-RST-D-50-80,2,templated|triangle|angle-bisector,Show a triangle RST with angle S = 50° and angle T = 80°. Bisect the angle at vertex R; the bisector meets side ST at point D. Label all four points.,R|S|T|D,2,angle_bisector|point_on_segment
tpl-t2-bis-RST-D-55-65,2,templated|triangle|angle-bisector,Create a diagram showing a triangle RST with angle S = 55° and angle T = 65°. Bisect the angle at vertex R; the bisector meets side ST at point D. Label all four points.,R|S|T|D,2,angle_bisector|point_on_segment
tpl-t2-bis-UVW-D-60-70,2,templated|triangle|angle-bisector,I need a drawing of a triangle UVW with angle V = 60° and angle W = 70°. Bisect the angle at vertex U; the bisector meets side VW at point D. Label all four points.,U|V|W|D,2,angle_bisector|point_on_segment
tpl-t2-bis-UVW-D-50-80,2,templated|triangle|angle-bisector,Draw a triangle UVW with angle V = 50° and angle W = 80°. Bisect the angle at vertex U; the bisector meets side VW at point D. Label all four points.,U|V|W|D,2,angle_bisector|point_on_segment
tpl-t2-bis-UVW-D-55-65,2,templated|triangle|angle-bisector,Sketch a triangle UVW with angle V = 55° and angle W = 65°. Bisect the angle at vertex U; the bisector meets side VW at point D. Label all four points.,U|V|W|D,2,angle_bisector|point_on_segment
tpl-t2-pb-AB-M-L-l4,2,templated|segment|perpendicular-bisector,Draw a segment AB of length 4 and its perpendicular bisector. The bisector passes through the midpoint M of AB and another point L on the bisector line. Mark the right angle at M.,A|B|M|L,3,midpoint|perpendicular|mark_present
tpl-t2-pb-AB-M-L-l6,2,templated|segment|perpendicular-bisector,Sketch a segment AB of length 6 and its perpendicular bisector. The bisector passes through the midpoint M of AB and another point L on the bisector line. Mark the right angle at M.,A|B|M|L,3,midpoint|perpendicular|mark_present
tpl-t2-pb-AB-M-L-l8,2,templated|segment|perpendicular-bisector,Construct a segment AB of length 8 and its perpendicular bisector. The bisector passes through the midpoint M of AB and another point L on the bisector line. Mark the right angle at M.,A|B|M|L,3,midpoint|perpendicular|mark_present
tpl-t2-pb-CD-M-L-l4,2,templated|segment|perpendicular-bisector,Make a diagram of a segment CD of length 4 and its perpendicular bisector. The bisector passes through the midpoint M of CD and another point L on the bisector line. Mark the right angle at M.,C|D|M|L,3,midpoint|perpendicular|mark_present
tpl-t2-pb-CD-M-L-l6,2,templated|segment|perpendicular-bisector,Show a segment CD of length 6 and its perpendicular bisector. The bisector passes through the midpoint M of CD and another point L on the bisector line. Mark the right angle at M.,C|D|M|L,3,midpoint|perpendicular|mark_present
tpl-t2-pb-CD-M-L-l8,2,templated|segment|perpendicular-bisector,Create a diagram showing a segment CD of length 8 and its perpendicular bisector. The bisector passes through the midpoint M of CD and another point L on the bisector line. Mark the right angle at M.,C|D|M|L,3,midpoint|perpendicular|mark_present
tpl-t2-pb-PQ-M-L-l4,2,templated|segment|perpendicular-bisector,I need a drawing of a segment PQ of length 4 and its perpendicular bisector. The bisector passes through the midpoint M of PQ and another point L on the bisector line. Mark the right angle at M.,P|Q|M|L,3,midpoint|perpendicular|mark_present
tpl-t2-pb-PQ-M-L-l6,2,templated|segment|perpendicular-bisector,Draw a segment PQ of length 6 and its perpendicular bisector. The bisector passes through the midpoint M of PQ and another point L on the bisector line. Mark the right angle at M.,P|Q|M|L,3,midpoint|perpendicular|mark_present
tpl-t2-pb-PQ-M-L-l8,2,templated|segment|perpendicular-bisector,Sketch a segment PQ of length 8 and its perpendicular bisector. The bisector passes through the midpoint M of PQ and another point L on the bisector line. Mark the right angle at M.,P|Q|M|L,3,midpoint|perpendicular|mark_present
tpl-t2-pb-RS-M-L-l4,2,templated|segment|perpendicular-bisector,Construct a segment RS of length 4 and its perpendicular bisector. The bisector passes through the midpoint M of RS and another point L on the bisector line. Mark the right angle at M.,R|S|M|L,3,midpoint|perpendicular|mark_present
tpl-t2-pb-RS-M-L-l6,2,templated|segment|perpendicular-bisector,Make a diagram of a segment RS of length 6 and its perpendicular bisector. The bisector passes through the midpoint M of RS and another point L on the bisector line. Mark the right angle at M.,R|S|M|L,3,midpoint|perpendicular|mark_present
tpl-t2-pb-RS-M-L-l8,2,templated|segment|perpendicular-bisector,Show a segment RS of length 8 and its perpendicular bisector. The bisector passes through the midpoint M of RS and another point L on the bisector line. Mark the right angle at M.,R|S|M|L,3,midpoint|perpendicular|mark_present
tpl-t2-pb-XY-M-L-l4,2,templated|segment|perpendicular-bisector,Create a diagram showing a segment XY of length 4 and its perpendicular bisector. The bisector passes through the midpoint M of XY and another point L on the bisector line. Mark the right angle at M.,X|Y|M|L,3,midpoint|perpendicular|mark_present
tpl-t2-pb-XY-M-L-l6,2,templated|segment|perpendicular-bisector,I need a drawing of a segment XY of length 6 and its perpendicular bisector. The bisector passes through the midpoint M of XY and another point L on the bisector line. Mark the right angle at M.,X|Y|M|L,3,midpoint|perpendicular|mark_present
tpl-t2-pb-XY-M-L-l8,2,templated|segment|perpendicular-bisector,Draw a segment XY of length 8 and its perpendicular bisector. The bisector passes through the midpoint M of XY and another point L on the bisector line. Mark the right angle at M.,X|Y|M|L,3,midpoint|perpendicular|mark_present
tpl-t2-pb-MN-H-L-l4,2,templated|segment|perpendicular-bisector,Sketch a segment MN of length 4 and its perpendicular bisector. The bisector passes through the midpoint H of MN and another point L on the bisector line. Mark the right angle at H.,M|N|H|L,3,midpoint|perpendicular|mark_present
tpl-t2-pb-MN-H-L-l6,2,templated|segment|perpendicular-bisector,Construct a segment MN of length 6 and its perpendicular bisector. The bisector passes through the midpoint H of MN and another point L on the bisector line. Mark the right angle at H.,M|N|H|L,3,midpoint|perpendicular|mark_present
tpl-t2-pb-MN-H-L-l8,2,templated|segment|perpendicular-bisector,Make a diagram of a segment MN of length 8 and its perpendicular bisector. The bisector passes through the midpoint H of MN and another point L on the bisector line. Mark the right angle at H.,M|N|H|L,3,midpoint|perpendicular|mark_present
tpl-t2-pb-UV-M-L-l4,2,templated|segment|perpendicular-bisector,Show a segment UV of length 4 and its perpendicular bisector. The bisector passes through the midpoint M of UV and another point L on the bisector line. Mark the right angle at M.,U|V|M|L,3,midpoint|perpendicular|mark_present
tpl-t2-pb-UV-M-L-l6,2,templated|segment|perpendicular-bisector,Create a diagram showing a segment UV of length 6 and its perpendicular bisector. The bisector passes through the midpoint M of UV and another point L on the bisector line. Mark the right angle at M.,U|V|M|L,3,midpoint|perpendicular|mark_present
tpl-t2-pb-UV-M-L-l8,2,templated|segment|perpendicular-bisector,I need a drawing of a segment UV of length 8 and its perpendicular bisector. The bisector passes through the midpoint M of UV and another point L on the bisector line. Mark the right angle at M.,U|V|M|L,3,midpoint|perpendicular|mark_present
tpl-t2-pb-EF-M-L-l4,2,templated|segment|perpendicular-bisector,Draw a segment EF of length 4 and its perpendicular bisector. The bisector passes through the midpoint M of EF and another point L on the bisector line. Mark the right angle at M.,E|F|M|L,3,midpoint|perpendicular|mark_present
